soap_index,sgn,track_id,compactness,mass,r50_kpc,MgFe,lum_age_gyr,log_ssfr,DoR_choice
7744,30463,30463,9.794175148010254,277048131584.0,12.5579833984375,0.15390464733662487,9.211692810058594,-11.606423613224301,0.2455886256838129
7766,4198626,4198626,8.380594253540039,2132716288.0,4.2877197265625,0.12271001808286741,2.2991907596588135,-9.69193593837316,0.2295880620551999
7813,490163,490163,9.109131813049316,4089739520.0,2.162933349609375,0.18621940836200265,10.346359252929688,,0.1426867438049432
8187,1463,1463,9.980327606201172,62937092096.0,3.513336181640625,0.28196698269562404,10.913691520690918,-11.643046818254886,0.4127173720784348
8210,65539,65539,9.394268989562988,13489307648.0,3.093719482421875,0.10367248701416476,2.8217344284057617,-9.903258355266399,0.4332611256870231
8421,161545,161545,8.817585945129395,4221509120.0,3.45611572265625,0.10603177363122104,2.653773784637451,-9.555050770103263,0.3481190899584137
8468,161496,161496,8.619058609008789,1337217920.0,2.178192138671875,0.09622772250235287,4.307250499725342,-9.870825693859688,0.1176801750568947
9396,2167,2167,9.76533317565918,82302345216.0,5.8441162109375,0.2726752928807352,11.913989067077637,,0.4120222680308065
9473,75530,75530,10.053810119628906,37637316608.0,2.227783203125,0.15788125258867772,10.988341331481934,,0.1319319576883531
9934,38433,38433,9.24109172821045,13450265600.0,3.90625,0.08501848976328236,4.89697790145874,-10.205669634078667,0.2526233405422032
11469,140584,140584,9.896247863769531,16515129344.0,1.6384124755859375,0.1393556925410282,7.2484235763549805,,0.2672164722494536
11836,60260,60260,9.737176895141602,30648645632.0,3.1585693359375,0.08830421095525123,5.35233736038208,-10.873072989843946,0.2213641824293268
12090,66221,66221,9.498224258422852,16319915008.0,2.994537353515625,0.08423961218825812,4.023583889007568,-10.220069812784665,0.3477013169682236
